date,total_traded_weight_two_way,buy_weight,sell_weight,fixed_3bp_slippage_return_cost,tick_half_spread_return_cost,weighted_avg_half_spread_bp_on_trades,fixed_slippage_bp,tick_half_spread_minus_fixed_bp
2024-12-13,0.09309107002714936,0.04654553501357461,0.04654553501357475,2.7927321008144808e-05,4.5315943156965514e-05,4.867915165627534,3.0,1.867915165627534
2024-12-20,0.446910768100162,0.2234553840500808,0.2234553840500812,0.0001340732304300486,0.000246897957273764,5.524547066147867,3.0,2.524547066147867
2024-12-27,0.40991104413477725,0.2049555220673888,0.20495552206738843,0.00012297331324043317,0.00021616861030647472,5.273549307820047,3.0,2.273549307820047
2025-01-03,0.3585940242613168,0.17929701213065843,0.1792970121306584,0.00010757820727839504,0.00022837684187936724,6.368673944018182,3.0,3.368673944018182
2025-01-10,0.1770423873794122,0.08852119368970601,0.08852119368970615,5.311271621382365e-05,0.00011418728477053239,6.449714470118524,3.0,3.449714470118524
2025-01-17,0.5302929765132587,0.26514648825662923,0.26514648825662945,0.00015908789295397758,0.0002798301112009011,5.276896425082195,3.0,2.276896425082195
2025-01-24,0.5676100263188386,0.2838050131594194,0.28380501315941914,0.00017028300789565155,0.0003902278752709356,6.87492921507585,3.0,3.8749292150758503
2025-01-31,0.32303800642933206,0.16151900321466595,0.1615190032146661,9.69114019287996e-05,0.00020830165644881358,6.448208950744059,3.0,3.4482089507440588
2025-02-07,0.6018266400554462,0.30091332002772325,0.30091332002772286,0.0001805479920166338,0.00046558089689543753,7.736129740826089,3.0,4.736129740826089
2025-02-14,0.5066684627459114,0.25333423137295547,0.2533342313729559,0.00015200053882377342,0.00037766207206493824,7.453830262459647,3.0,4.453830262459647
2025-02-21,0.3845084640326561,0.19225423201632807,0.19225423201632802,0.00011535253920979681,0.00027908515698154266,7.258231822897925,3.0,4.258231822897925
2025-02-28,0.5985393725742796,0.2992696862871398,0.2992696862871398,0.00017956181177228387,0.00044596794040175134,7.450937412582764,3.0,4.450937412582764
2025-03-07,0.5904648052230704,0.29523240261153516,0.2952324026115351,0.0001771394415669211,0.0004013130139993753,6.796561123533251,3.0,3.796561123533251
2025-03-14,0.49758722070088124,0.24879361035044048,0.2487936103504408,0.0001492761662102644,0.000338903930130596,6.810945217870138,3.0,3.810945217870138
2025-03-21,0.2606916177444544,0.1303458088722271,0.1303458088722273,7.820748532333632e-05,0.00012414839311093525,4.762270232740393,3.0,1.7622702327403932
2025-03-28,0.3614124883311291,0.1807062441655646,0.1807062441655644,0.00010842374649933869,0.0002317406121717844,6.412080922877843,3.0,3.412080922877843
2025-04-04,0.6387976697646075,0.3193988348823036,0.3193988348823038,0.00019163930092938223,0.0005107130785000287,7.994911419890166,3.0,4.994911419890166
2025-04-11,0.5978918053705994,0.2989459026852997,0.2989459026852996,0.00017936754161117978,0.00034943321581020967,5.844422229430218,3.0,2.8444222294302177
2025-04-18,0.3158834914094144,0.1579417457047073,0.15794174570470715,9.476504742282431e-05,0.0002189277185421539,6.930647675360888,3.0,3.9306476753608877
2025-04-25,0.5937312742733158,0.2968656371366579,0.29686563713665787,0.00017811938228199476,0.0002781787896148569,4.6852642208434725,3.0,1.6852642208434725
2025-05-02,0.4087511786202919,0.20437558931014602,0.204375589310146,0.00012262535358608756,0.00031817716095949297,7.784128281500629,3.0,4.784128281500629
2025-05-09,0.3488391820557853,0.17441959102789278,0.1744195910278925,0.00010465175461673557,0.0002938950828976569,8.424944731428079,3.0,5.424944731428079
2025-05-16,0.5993806956557796,0.2996903478278897,0.2996903478278898,0.00017981420869673384,0.0004791156575840067,7.99351165388816,3.0,4.99351165388816
2025-05-23,0.59600396300389,0.2980019815019451,0.2980019815019449,0.000178801188901167,0.00043449299315171356,7.290102417471303,3.0,4.290102417471303
2025-05-30,0.6034623044493753,0.3017311522246877,0.30173115222468766,0.00018103869133481257,0.00029471275638594214,4.883697858391513,3.0,1.8836978583915132
2025-06-05,0.3862152133027466,0.19310760665137341,0.19310760665137314,0.00011586456399082396,0.0003524240975845169,9.12507030913509,3.0,6.12507030913509
2025-06-13,0.1250503641731342,0.06252518208656709,0.0625251820865671,3.7515109251940254e-05,8.557552291790943e-05,6.843284582476607,3.0,3.843284582476607
2025-06-20,0.30516550094586886,0.15258275047293457,0.1525827504729343,9.154965028376065e-05,0.00021165277498762805,6.935671769305654,3.0,3.935671769305654
2025-06-27,0.4544985900921981,0.2272492950460994,0.2272492950460988,0.00013634957702765945,0.00023764873375368883,5.2288112424172795,3.0,2.2288112424172795
2025-07-04,0.5815254182242878,0.29076270911214386,0.290762709112144,0.00017445762546728635,0.0003203884034253539,5.50944796882092,3.0,2.50944796882092
2025-07-11,0.4827356119413896,0.24136780597069485,0.24136780597069485,0.00014482068358241687,0.0002977179455051244,6.167308525422634,3.0,3.1673085254226336
2025-07-18,0.23813681915352847,0.11906840957676414,0.11906840957676432,7.144104574605853e-05,0.00011383228196579966,4.780121040098852,3.0,1.7801210400988516
2025-07-25,0.5508452511014099,0.2754226255507049,0.275422625550705,0.000165253575330423,0.00027229918808088685,4.943297369568444,3.0,1.9432973695684437
2025-08-01,0.5995875972156132,0.29979379860780664,0.2997937986078066,0.00017987627916468395,0.0002862903303069632,4.774787397812241,3.0,1.7747873978122408
2025-08-08,0.5884389898658149,0.29421949493290733,0.2942194949329076,0.00017653169695974448,0.00027297717858693196,4.639005628250101,3.0,1.6390056282501009
2025-08-14,0.4961543808912889,0.24807719044564455,0.24807719044564439,0.00014884631426738664,0.00024043327445883253,4.845936743054039,3.0,1.8459367430540388
2025-08-22,0.5693434876872916,0.2846717438436458,0.28467174384364574,0.00017080304630618742,0.00021259800648453414,3.7340904231313927,3.0,0.7340904231313927
2025-08-29,0.5935861808562997,0.29679309042814994,0.2967930904281498,0.0001780758542568899,0.00030126760010650336,5.075380961057729,3.0,2.0753809610577294
2025-09-05,0.4375377567986062,0.21876887839930304,0.2187688783993032,0.00013126132703958186,0.00020058793167225536,4.584471364024106,3.0,1.5844713640241057
2025-09-12,0.2957665734296546,0.14788328671482726,0.14788328671482737,8.872997202889638e-05,0.0001466403712299349,4.957976472105019,3.0,1.9579764721050186
2025-09-19,0.2972891323169326,0.1486445661584663,0.14864456615846627,8.918673969507977e-05,0.0001646651737978117,5.538889784314962,3.0,2.5388897843149616
2025-09-26,0.32203504946315936,0.1610175247315796,0.1610175247315797,9.661051483894779e-05,0.00019424927114782705,6.031929489403266,3.0,3.0319294894032662
2025-10-02,0.5924190297998574,0.2962095148999287,0.2962095148999287,0.0001777257089399572,0.000330345629780728,5.576215704825213,3.0,2.576215704825213
2025-10-10,0.24376036082242253,0.12188018041121118,0.12188018041121139,7.312810824672676e-05,0.00013497869151143544,5.537351973718415,3.0,2.5373519737184154
2025-10-17,0.6052475095570367,0.30262375477851844,0.3026237547785183,0.000181574252867111,0.00038765168428786404,6.4048455907166835,3.0,3.4048455907166835
2025-10-24,0.600385539288956,0.300192769644478,0.3001927696444781,0.0001801156617866868,0.0003748247414311213,6.243067444213111,3.0,3.2430674442131107
2025-10-31,0.5950632890695393,0.2975316445347696,0.2975316445347697,0.0001785189867208618,0.00037794193769287383,6.35128976421712,3.0,3.35128976421712
2025-11-07,0.6062241329546212,0.3031120664773107,0.3031120664773106,0.00018186723988638636,0.00028529393516498716,4.706080138619998,3.0,1.7060801386199982
2025-11-14,0.5994302266417034,0.29971511332085177,0.2997151133208517,0.000179829067992511,0.0002986403359203373,4.982070016613346,3.0,1.9820700166133456
2025-11-21,0.3848080341651822,0.19240401708259114,0.19240401708259114,0.00011544241024955466,0.00019068050926962128,4.9552112310568335,3.0,1.9552112310568335
2025-11-28,0.2054532636875178,0.10272663184375905,0.10272663184375874,6.163597910625533e-05,7.087233621446037e-05,3.449560009046777,3.0,0.44956000904677706
2025-12-05,0.5011826443826894,0.2505913221913447,0.25059132219134483,0.0001503547933148068,0.00025662564012069936,5.120401574096548,3.0,2.1204015740965483
2025-12-12,0.13110534117380207,0.0655526705869012,0.06555267058690088,3.9331602352140626e-05,7.802943945740701e-05,5.95165984534268,3.0,2.9516598453426797
2025-12-19,0.4141001339872626,0.20705006699363118,0.20705006699363138,0.00012423004019617876,0.00021417278559160118,5.172004740239688,3.0,2.1720047402396876
2025-12-26,0.16741606886201651,0.08370803443100841,0.08370803443100809,5.022482065860495e-05,0.00010131312836175559,6.0515773097776755,3.0,3.0515773097776755
2026-01-02,0.5929334892187618,0.29646674460938105,0.2964667446093808,0.00017788004676562853,0.000455339429033578,7.6794351695925425,3.0,4.6794351695925425
2026-01-09,0.46563689751191617,0.2328184487559582,0.23281844875595803,0.00013969106925357483,0.0003592444040855361,7.715118926466573,3.0,4.715118926466573
2026-01-16,0.5321129358637895,0.2660564679318946,0.26605646793189486,0.0001596338807591368,0.00031011714834481094,5.828032499179739,3.0,2.8280324991797388
2026-01-23,0.6021717483293351,0.30108587416466726,0.30108587416466787,0.0001806515244988005,0.0003876730077127269,6.4379142460317444,3.0,3.4379142460317444
2026-01-30,0.5987169433958699,0.2993584716979351,0.2993584716979347,0.0001796150830187609,0.00035161231639097734,5.8727637537141195,3.0,2.8727637537141195
2026-02-06,0.6001869783254844,0.30009348916274187,0.30009348916274253,0.0001800560934976453,0.0003081241952493958,5.133803404216786,3.0,2.1338034042167857
2026-02-13,0.5962833210564449,0.29814166052822255,0.2981416605282223,0.00017888499631693345,0.00033849631753651345,5.67676984385198,3.0,2.6767698438519796
2026-02-20,0.5971565815753042,0.2985782907876521,0.2985782907876521,0.00017914697447259125,0.00038074449566899806,6.3759574526431715,3.0,3.3759574526431715
2026-02-27,0.5552880593695813,0.2776440296847908,0.2776440296847904,0.00016658641781087437,0.0002653680350446323,4.778925650695689,3.0,1.7789256506956894
2026-03-06,0.4083450646400072,0.2041725323200036,0.20417253232000362,0.00012250351939200216,0.0002386986860259651,5.845514166710926,3.0,2.8455141667109256
2026-03-13,0.5108251130582514,0.2554125565291257,0.2554125565291257,0.0001532475339174754,0.00021826357935236082,4.2727652531732785,3.0,1.2727652531732785
2026-03-20,0.18623868551727402,0.09311934275863701,0.09311934275863698,5.5871605655182176e-05,0.00010560381982046603,5.670348216169677,3.0,2.6703482161696774
2026-03-27,0.11701969605281422,0.0585098480264071,0.05850984802640711,3.510590881584426e-05,6.603904198456739e-05,5.643412537557963,3.0,2.643412537557963
2026-04-03,0.37838523311407163,0.18919261655703584,0.18919261655703581,0.00011351556993422151,0.00025360779983404637,6.702370432029818,3.0,3.7023704320298183
2026-04-10,0.6005333191817274,0.3002666595908634,0.30026665959086396,0.00018015999575451817,0.0003361417673519671,5.5973874656944265,3.0,2.5973874656944265
2026-04-17,0.6065546095741249,0.30327730478706216,0.30327730478706255,0.00018196638287223745,0.0003304198812562344,5.447487761872412,3.0,2.447487761872412
2026-04-24,0.30860844030802015,0.15430422015401013,0.15430422015401,9.258253209240601e-05,0.00019138356345601513,6.201501270185494,3.0,3.201501270185494
2026-04-30,0.5840776245326926,0.29203881226634615,0.29203881226634654,0.0001752232873598078,0.00028681690390977896,4.910595644530206,3.0,1.910595644530206
2026-05-06,0.43328804349666206,0.21664402174833097,0.21664402174833106,0.0001299864130489986,0.00026094237762164376,6.022376604621309,3.0,3.022376604621309
